instance_id,genre
519,Soul
520,Comedy
521,Electronic
522,Children's Music
523,Alternative
524,Hip-Hop
525,Comedy
526,Movie
527,Alternative
528,Movie
529,Folk
530,Comedy
531,Ska
532,Soul
533,Blues
534,Alternative
535,Comedy
536,Blues
537,Alternative
538,Soul
539,Hip-Hop
540,Soul
541,Comedy
542,Ska
543,Hip-Hop
544,Hip-Hop
545,Comedy
546,Folk
547,Electronic
548,Comedy
549,Children's Music
550,Movie
551,Movie
552,Blues
553,Ska
554,Folk
555,Hip-Hop
556,Folk
557,Folk
558,Alternative
559,Ska
560,Folk
561,Comedy
562,Soul
563,Children's Music
564,Comedy
565,Comedy
566,Movie
567,Comedy
568,Ska
569,Soul
570,Movie
571,Movie
572,Comedy
573,Movie
574,Comedy
575,Comedy
576,Children's Music
577,Children's Music
578,Comedy
579,Comedy
580,Ska
581,Comedy
582,Alternative
583,Folk
584,Folk
585,Soul
586,Hip-Hop
587,Children's Music
588,Folk
589,Electronic
590,Comedy
591,Folk
592,Movie
593,Electronic
594,Folk
595,Comedy
596,Hip-Hop
597,Soul
598,Electronic
599,Alternative
600,Ska
601,Electronic
602,Soul
603,Folk
604,Hip-Hop
605,Blues
606,Comedy
607,Ska
608,Soul
609,Hip-Hop
610,Hip-Hop
611,Ska
612,Blues
613,Ska
614,Ska
615,Comedy
616,Ska
617,Soul
618,Electronic
619,Blues
620,Hip-Hop
621,Ska
622,Ska
623,Ska
624,Hip-Hop
625,Alternative
626,Blues
627,Comedy
628,Movie
629,Folk
630,Ska
631,Comedy
632,Comedy
633,Ska
634,Ska
635,Soul
636,Children's Music
637,Ska
638,Alternative
639,Folk
640,Hip-Hop
641,Ska
642,Folk
643,Hip-Hop
644,Electronic
645,Soul
646,Blues
647,Electronic
648,Electronic
649,Electronic
650,Comedy
651,Hip-Hop
652,Alternative
653,Comedy
654,Soul
655,Electronic
656,Hip-Hop
657,Electronic
658,Electronic
659,Soul
660,Comedy
661,Children's Music
662,Children's Music
663,Ska
664,Movie
665,Hip-Hop
666,Electronic
667,Soul
668,Blues
669,Hip-Hop
670,Ska
671,Soul
672,Movie
673,Movie
674,Hip-Hop
675,Hip-Hop
676,Alternative
677,Hip-Hop
678,Folk
679,Hip-Hop
680,Ska
681,Electronic
682,Soul
683,Ska
684,Children's Music
685,Electronic
686,Ska
687,Soul
688,Blues
689,Hip-Hop
690,Blues
691,Folk
692,Movie
693,Blues
694,Movie
695,Alternative
696,Children's Music
697,Hip-Hop
698,Hip-Hop
699,Comedy
700,Electronic
701,Alternative
702,Blues
703,Soul
704,Comedy
705,Electronic
706,Soul
707,Ska
708,Movie
709,Soul
710,Soul
711,Ska
712,Ska
713,Movie
714,Children's Music
715,Movie
716,Children's Music
717,Hip-Hop
718,Alternative
719,Movie
720,Folk
721,Comedy
722,Soul
723,Comedy
724,Electronic
725,Ska
726,Ska
727,Comedy
728,Folk
729,Folk
730,Hip-Hop
731,Alternative
732,Alternative
733,Ska
734,Ska
735,Electronic
736,Electronic
737,Electronic
738,Comedy
739,Soul
740,Electronic
741,Comedy
742,Ska
743,Folk
744,Movie
745,Movie
746,Alternative
747,Children's Music
748,Hip-Hop
749,Soul
750,Movie
751,Blues
752,Alternative
753,Ska
754,Electronic
755,Alternative
756,Electronic
757,Comedy
758,Movie
759,Folk
760,Children's Music
761,Movie
762,Hip-Hop
763,Comedy
764,Movie
765,Hip-Hop
766,Ska
767,Ska
768,Comedy
769,Hip-Hop
770,Alternative
771,Alternative
772,Hip-Hop
773,Hip-Hop
774,Children's Music
775,Alternative
776,Children's Music
777,Ska
778,Alternative
779,Alternative
780,Alternative
781,Movie
782,Ska
783,Ska
784,Folk
785,Folk
786,Folk
787,Soul
788,Folk
789,Electronic
790,Electronic
791,Soul
792,Ska
793,Electronic
794,Ska
795,Blues
796,Children's Music
797,Folk
798,Hip-Hop
799,Alternative
800,Alternative
801,Electronic
802,Alternative
803,Comedy
804,Children's Music
805,Folk
806,Hip-Hop
807,Blues
808,Blues
809,Alternative
810,Alternative
811,Comedy
812,Ska
813,Hip-Hop
814,Hip-Hop
815,Children's Music
816,Folk
817,Electronic
818,Ska
819,Ska
820,Blues
821,Ska
822,Comedy
823,Children's Music
824,Folk
825,Alternative
826,Comedy
827,Children's Music
828,Soul
829,Ska
830,Electronic
831,Hip-Hop
832,Electronic
833,Alternative
834,Alternative
835,Hip-Hop
836,Comedy
837,Comedy
838,Folk
839,Blues
840,Folk
841,Hip-Hop
842,Hip-Hop
843,Alternative
844,Hip-Hop
845,Electronic
846,Electronic
847,Electronic
848,Soul
849,Electronic
850,Hip-Hop
851,Electronic
852,Alternative
853,Electronic
854,Electronic
855,Electronic
856,Comedy
857,Children's Music
858,Ska
859,Comedy
860,Movie
861,Movie
862,Soul
863,Blues
864,Movie
865,Ska
866,Alternative
867,Soul
868,Blues
869,Alternative
870,Ska
871,Movie
872,Ska
873,Ska
874,Hip-Hop
875,Folk
876,Soul
877,Comedy
878,Hip-Hop
879,Soul
880,Movie
881,Ska
882,Electronic
883,Blues
884,Children's Music
885,Folk
886,Hip-Hop
887,Movie
888,Children's Music
889,Ska
890,Electronic
891,Alternative
892,Movie
893,Alternative
894,Comedy
895,Blues
896,Alternative
897,Alternative
898,Hip-Hop
899,Soul
900,Folk
901,Movie
902,Blues
903,Comedy
904,Soul
905,Electronic
906,Folk
907,Folk
908,Alternative
909,Folk
910,Blues
911,Folk
912,Movie
913,Electronic
914,Blues
915,Movie
916,Ska
917,Folk
918,Hip-Hop
919,Alternative
920,Electronic
921,Movie
922,Movie
923,Folk
924,Ska
925,Soul
926,Ska
927,Movie
928,Soul
929,Hip-Hop
930,Comedy
931,Movie
932,Soul
933,Alternative
934,Hip-Hop
935,Electronic
936,Alternative
937,Blues
938,Hip-Hop
939,Comedy
940,Comedy
941,Folk
942,Hip-Hop
943,Children's Music
944,Folk
945,Soul
946,Soul
947,Folk
948,Electronic
949,Comedy
950,Ska
951,Comedy
952,Alternative
953,Soul
954,Blues
955,Folk
956,Hip-Hop
957,Children's Music
958,Hip-Hop
959,Folk
960,Alternative
961,Blues
962,Blues
963,Ska
964,Folk
965,Folk
966,Ska
967,Folk
968,Soul
969,Blues
970,Children's Music
971,Hip-Hop
972,Children's Music
973,Alternative
974,Movie
975,Movie
976,Alternative
977,Folk
978,Hip-Hop
979,Comedy
980,Hip-Hop
981,Alternative
982,Blues
983,Blues
984,Alternative
985,Hip-Hop
986,Blues
987,Alternative
988,Electronic
989,Electronic
990,Ska
991,Soul
992,Comedy
993,Folk
994,Electronic
995,Electronic
996,Comedy
997,Movie
998,Comedy
999,Soul
1000,Hip-Hop
1001,Comedy
1002,Folk
1003,Movie
1004,Comedy
1005,Comedy
1006,Folk
1007,Movie
1008,Comedy
1009,Blues
1010,Movie
1011,Comedy
1012,Folk
1013,Comedy
1014,Blues
1015,Hip-Hop
1016,Blues
1017,Comedy
1018,Ska
1019,Soul
1020,Ska
1021,Ska
1022,Soul
1023,Ska
1024,Soul
1025,Ska
1026,Children's Music
1027,Hip-Hop
1028,Children's Music
1029,Movie
1030,Soul
1031,Folk
1032,Comedy
1033,Folk
1034,Comedy
1035,Movie
1036,Ska
1037,Comedy
1038,Alternative
1039,Hip-Hop
1040,Ska
1041,Soul
1042,Children's Music
1043,Children's Music
1044,Ska
1045,Ska
1046,Ska
1047,Movie
1048,Folk
1049,Alternative
1050,Alternative
1051,Ska
1052,Folk
1053,Ska
1054,Electronic
1055,Hip-Hop
1056,Ska
1057,Hip-Hop
1058,Electronic
1059,Alternative
1060,Alternative
1061,Folk
1062,Movie
1063,Hip-Hop
1064,Blues
1065,Alternative
1066,Hip-Hop
1067,Soul
1068,Alternative
1069,Children's Music
1070,Folk
1071,Ska
1072,Hip-Hop
1073,Electronic
1074,Electronic
1075,Folk
1076,Comedy
1077,Folk
1078,Comedy
1079,Ska
1080,Comedy
1081,Children's Music
1082,Comedy
1083,Folk
1084,Soul
1085,Electronic
1086,Folk
1087,Comedy
1088,Electronic
1089,Folk
1090,Comedy
1091,Ska
1092,Soul
1093,Hip-Hop
1094,Children's Music
1095,Hip-Hop
1096,Hip-Hop
1097,Ska
1098,Children's Music
1099,Soul
1100,Hip-Hop
1101,Alternative
1102,Hip-Hop
1103,Hip-Hop
1104,Hip-Hop
1105,Movie
1106,Soul
1107,Comedy
1108,Ska
1109,Folk
1110,Comedy
1111,Ska
1112,Movie
1113,Folk
1114,Folk
1115,Folk
1116,Soul
1117,Movie
1118,Blues
1119,Comedy
1120,Electronic
1121,Alternative
1122,Children's Music
1123,Hip-Hop
1124,Movie
1125,Children's Music
1126,Electronic
1127,Blues
1128,Folk
1129,Comedy
1130,Blues
1131,Blues
1132,Blues
1133,Movie
1134,Comedy
1135,Children's Music
1136,Movie
1137,Alternative
1138,Children's Music
1139,Hip-Hop
1140,Alternative
1141,Hip-Hop
1142,Folk
1143,Blues
1144,Ska
1145,Ska
1146,Folk
1147,Ska
1148,Electronic
1149,Blues
1150,Movie
1151,Movie
1152,Hip-Hop
1153,Blues
1154,Folk
1155,Alternative
1156,Comedy
1157,Soul
1158,Blues
1159,Comedy
1160,Comedy
1161,Hip-Hop
1162,Ska
1163,Soul
1164,Electronic
1165,Alternative
1166,Hip-Hop
1167,Children's Music
1168,Hip-Hop
1169,Alternative
1170,Alternative
1171,Comedy
1172,Folk
1173,Ska
1174,Movie
1175,Blues
1176,Children's Music
1177,Soul
1178,Movie
1179,Folk
1180,Children's Music
1181,Folk
1182,Folk
1183,Blues
1184,Children's Music
1185,Comedy
1186,Electronic
1187,Electronic
1188,Hip-Hop
1189,Blues
1190,Ska
1191,Electronic
1192,Blues
1193,Electronic
1194,Movie
1195,Hip-Hop
1196,Alternative
1197,Folk
1198,Alternative
1199,Electronic
1200,Folk
1201,Blues
1202,Soul
1203,Movie
1204,Hip-Hop
1205,Children's Music
1206,Electronic
1207,Electronic
1208,Ska
1209,Folk
1210,Alternative
1211,Hip-Hop
1212,Movie
1213,Folk
1214,Folk
1215,Comedy
1216,Blues
1217,Alternative
1218,Electronic
1219,Comedy
1220,Soul
1221,Comedy
1222,Alternative
1223,Folk
1224,Comedy
1225,Comedy
1226,Alternative
1227,Ska
1228,Electronic
1229,Alternative
1230,Blues
1231,Soul
1232,Hip-Hop
1233,Alternative
1234,Alternative
1235,Folk
1236,Movie
1237,Electronic
1238,Soul
1239,Electronic
1240,Folk
1241,Ska
1242,Ska
1243,Alternative
1244,Movie
1245,Alternative
1246,Hip-Hop
1247,Comedy
1248,Alternative
1249,Alternative
1250,Folk
1251,Alternative
1252,Ska
1253,Alternative
1254,Blues
1255,Electronic
1256,Soul
1257,Ska
1258,Movie
1259,Alternative
1260,Children's Music
1261,Alternative
1262,Alternative
1263,Electronic
1264,Blues
1265,Comedy
1266,Alternative
1267,Hip-Hop
1268,Soul
1269,Alternative
1270,Ska
1271,Comedy
1272,Folk
1273,Alternative
1274,Children's Music
1275,Blues
1276,Comedy
1277,Comedy
1278,Comedy
1279,Ska
1280,Electronic
1281,Blues
1282,Folk
1283,Electronic
1284,Electronic
1285,Movie
1286,Soul
1287,Ska
1288,Electronic
1289,Hip-Hop
1290,Ska
1291,Children's Music
1292,Comedy
1293,Alternative
1294,Movie
1295,Hip-Hop
1296,Movie
1297,Blues
1298,Hip-Hop
1299,Blues
1300,Comedy
1301,Movie
1302,Ska
1303,Movie
1304,Ska
1305,Folk
1306,Comedy
1307,Children's Music
1308,Comedy
1309,Children's Music
1310,Hip-Hop
1311,Ska
1312,Folk
1313,Blues
1314,Movie
1315,Ska
1316,Alternative
1317,Blues
1318,Blues
1319,Movie
1320,Soul
1321,Alternative
1322,Alternative
1323,Children's Music
1324,Movie
1325,Alternative
1326,Movie
1327,Movie
1328,Comedy
1329,Movie
1330,Blues
1331,Comedy
1332,Blues
1333,Movie
1334,Electronic
1335,Alternative
1336,Blues
1337,Soul
1338,Folk
1339,Alternative
1340,Children's Music
1341,Comedy
1342,Folk
1343,Blues
1344,Soul
1345,Ska
1346,Folk
1347,Movie
1348,Alternative
1349,Children's Music
1350,Comedy
1351,Hip-Hop
1352,Ska
1353,Children's Music
1354,Blues
1355,Ska
1356,Blues
1357,Children's Music
1358,Comedy
1359,Children's Music
1360,Folk
1361,Blues
1362,Movie
1363,Alternative
1364,Blues
1365,Hip-Hop
1366,Soul
1367,Folk
1368,Soul
1369,Movie
1370,Comedy
1371,Soul
1372,Soul
1373,Alternative
1374,Movie
1375,Folk
1376,Folk
1377,Electronic
1378,Blues
1379,Alternative
1380,Comedy
1381,Hip-Hop
1382,Alternative
1383,Alternative
1384,Children's Music
1385,Electronic
1386,Folk
1387,Electronic
1388,Alternative
1389,Electronic
1390,Ska
1391,Electronic
1392,Alternative
1393,Movie
1394,Electronic
1395,Ska
1396,Hip-Hop
1397,Folk
1398,Folk
1399,Soul
1400,Folk
1401,Blues
1402,Movie
1403,Ska
1404,Children's Music
1405,Children's Music
1406,Movie
1407,Movie
1408,Folk
1409,Comedy
1410,Comedy
1411,Comedy
1412,Movie
1413,Movie
1414,Electronic
1415,Blues
1416,Electronic
1417,Folk
1418,Movie
1419,Soul
1420,Blues
1421,Hip-Hop
1422,Soul
1423,Blues
1424,Blues
1425,Ska
1426,Comedy
1427,Blues
1428,Hip-Hop
1429,Blues
1430,Movie
1431,Soul
1432,Movie
1433,Electronic
1434,Alternative
1435,Electronic
1436,Soul
1437,Blues
1438,Movie
1439,Folk
1440,Comedy
1441,Hip-Hop
1442,Electronic
1443,Soul
1444,Hip-Hop
1445,Movie
1446,Comedy
1447,Ska
1448,Ska
1449,Electronic
1450,Blues
1451,Children's Music
1452,Alternative
1453,Hip-Hop
1454,Soul
1455,Movie
1456,Soul
1457,Alternative
1458,Alternative
1459,Electronic
1460,Alternative
1461,Movie
1462,Ska
1463,Soul
1464,Folk
1465,Electronic
1466,Ska
1467,Electronic
1468,Blues
1469,Electronic
1470,Electronic
1471,Ska
1472,Folk
1473,Movie
1474,Children's Music
1475,Blues
1476,Ska
1477,Electronic
1478,Folk
1479,Hip-Hop
1480,Comedy
1481,Folk
1482,Folk
1483,Ska
1484,Folk
1485,Blues
1486,Folk
1487,Blues
1488,Movie
1489,Electronic
1490,Electronic
1491,Electronic
1492,Hip-Hop
1493,Movie
1494,Hip-Hop
1495,Movie
1496,Soul
1497,Blues
1498,Hip-Hop
1499,Soul
1500,Movie
1501,Alternative
1502,Movie
1503,Hip-Hop
1504,Hip-Hop
1505,Blues
1506,Comedy
1507,Folk
1508,Electronic
1509,Ska
1510,Folk
1511,Alternative
1512,Children's Music
1513,Soul
1514,Blues
1515,Electronic
1516,Ska
1517,Alternative
1518,Children's Music
1519,Comedy
1520,Children's Music
1521,Movie
1522,Blues
1523,Movie
1524,Hip-Hop
1525,Hip-Hop
1526,Hip-Hop
1527,Folk
1528,Soul
1529,Blues
1530,Comedy
1531,Folk
1532,Alternative
1533,Soul
1534,Movie
1535,Folk
1536,Hip-Hop
1537,Comedy
1538,Folk
1539,Children's Music
1540,Movie
1541,Hip-Hop
1542,Soul
1543,Alternative
1544,Movie
1545,Hip-Hop
1546,Comedy
1547,Comedy
1548,Ska
1549,Movie
1550,Folk
1551,Hip-Hop
1552,Children's Music
1553,Alternative
1554,Folk
1555,Movie
1556,Ska
1557,Ska
1558,Movie
1559,Electronic
1560,Hip-Hop
1561,Hip-Hop
1562,Comedy
1563,Ska
1564,Folk
1565,Hip-Hop
1566,Movie
1567,Ska
1568,Movie
1569,Ska
1570,Hip-Hop
1571,Folk
1572,Comedy
1573,Comedy
1574,Folk
1575,Ska
1576,Ska
1577,Ska
1578,Folk
1579,Blues
1580,Movie
1581,Hip-Hop
1582,Electronic
1583,Movie
1584,Folk
1585,Electronic
1586,Folk
1587,Folk
1588,Children's Music
1589,Electronic
1590,Ska
1591,Blues
1592,Comedy
1593,Alternative
1594,Soul
1595,Blues
1596,Electronic
1597,Movie
1598,Movie
1599,Hip-Hop
1600,Children's Music
1601,Alternative
1602,Blues
1603,Ska
1604,Electronic
1605,Folk
1606,Ska
1607,Folk
1608,Comedy
1609,Electronic
1610,Alternative
1611,Comedy
1612,Hip-Hop
1613,Hip-Hop
1614,Comedy
1615,Ska
1616,Electronic
1617,Blues
1618,Movie
1619,Soul
1620,Comedy
1621,Hip-Hop
1622,Blues
1623,Soul
1624,Hip-Hop
1625,Ska
1626,Blues
1627,Folk
1628,Alternative
1629,Alternative
1630,Electronic
1631,Folk
1632,Comedy
1633,Comedy
1634,Ska
1635,Electronic
1636,Comedy
1637,Folk
1638,Electronic
1639,Alternative
1640,Ska
1641,Soul
1642,Soul
1643,Hip-Hop
1644,Children's Music
1645,Folk
1646,Folk
1647,Ska
1648,Hip-Hop
1649,Blues
1650,Hip-Hop
1651,Comedy
1652,Alternative
1653,Alternative
1654,Movie
1655,Soul
1656,Folk
1657,Alternative
1658,Children's Music
1659,Alternative
1660,Movie
1661,Movie
1662,Blues
1663,Alternative
1664,Alternative
1665,Movie
1666,Children's Music
1667,Movie
1668,Ska
1669,Soul
1670,Soul
1671,Hip-Hop
1672,Hip-Hop
1673,Soul
1674,Ska
1675,Comedy
1676,Hip-Hop
1677,Comedy
1678,Hip-Hop
1679,Movie
1680,Folk
1681,Electronic
1682,Blues
1683,Electronic
1684,Ska
1685,Hip-Hop
1686,Comedy
1687,Hip-Hop
1688,Hip-Hop
1689,Comedy
1690,Electronic
1691,Comedy
1692,Ska
1693,Alternative
1694,Ska
1695,Electronic
1696,Electronic
1697,Folk
1698,Soul
1699,Alternative
1700,Folk
1701,Alternative
1702,Ska
1703,Soul
1704,Folk
1705,Movie
1706,Movie
1707,Folk
1708,Folk
1709,Folk
1710,Comedy
1711,Ska
1712,Children's Music
1713,Ska
1714,Blues
1715,Alternative
1716,Hip-Hop
1717,Blues
1718,Comedy
1719,Comedy
1720,Comedy
1721,Comedy
1722,Alternative
1723,Blues
1724,Ska
1725,Hip-Hop
1726,Ska
1727,Children's Music
1728,Hip-Hop
1729,Hip-Hop
1730,Hip-Hop
1731,Children's Music
1732,Blues
1733,Ska
1734,Hip-Hop
1735,Comedy
1736,Blues
1737,Comedy
1738,Children's Music
1739,Comedy
1740,Electronic
1741,Folk
1742,Hip-Hop
1743,Movie
1744,Ska
1745,Electronic
1746,Movie
1747,Electronic
1748,Folk
1749,Ska
1750,Comedy
1751,Movie
1752,Hip-Hop
1753,Blues
1754,Blues
1755,Hip-Hop
1756,Hip-Hop
1757,Ska
1758,Electronic
1759,Alternative
1760,Blues
1761,Ska
1762,Hip-Hop
1763,Hip-Hop
1764,Blues
1765,Alternative
1766,Comedy
1767,Hip-Hop
1768,Alternative
1769,Movie
1770,Folk
1771,Folk
1772,Movie
1773,Soul
1774,Alternative
1775,Soul
1776,Hip-Hop
1777,Ska
1778,Electronic
1779,Alternative
1780,Children's Music
1781,Comedy
1782,Movie
1783,Soul
1784,Movie
1785,Alternative
1786,Ska
1787,Comedy
1788,Movie
1789,Blues
1790,Ska
1791,Folk
1792,Ska
1793,Soul
1794,Soul
1795,Children's Music
1796,Soul
1797,Hip-Hop
1798,Electronic
1799,Ska
1800,Ska
1801,Hip-Hop
1802,Folk
1803,Blues
1804,Children's Music
1805,Ska
1806,Soul
1807,Alternative
1808,Blues
1809,Comedy
1810,Soul
1811,Alternative
1812,Hip-Hop
1813,Folk
1814,Hip-Hop
1815,Soul
1816,Ska
1817,Blues
1818,Ska
1819,Electronic
1820,Alternative
1821,Comedy
1822,Children's Music
1823,Hip-Hop
1824,Hip-Hop
1825,Folk
1826,Electronic
1827,Movie
1828,Hip-Hop
1829,Children's Music
1830,Electronic
1831,Electronic
1832,Alternative
1833,Hip-Hop
1834,Children's Music
1835,Movie
1836,Blues
1837,Folk
1838,Hip-Hop
1839,Children's Music
1840,Children's Music
1841,Alternative
1842,Alternative
1843,Hip-Hop
1844,Hip-Hop
1845,Soul
1846,Folk
1847,Children's Music
1848,Soul
1849,Soul
1850,Ska
1851,Alternative
1852,Ska
1853,Electronic
1854,Alternative
1855,Blues
1856,Folk
1857,Hip-Hop
1858,Alternative
1859,Hip-Hop
1860,Folk
1861,Movie
1862,Soul
1863,Folk
1864,Soul
1865,Alternative
1866,Ska
1867,Electronic
1868,Soul
1869,Ska
1870,Electronic
1871,Alternative
1872,Comedy
1873,Blues
1874,Hip-Hop
1875,Alternative
1876,Soul
1877,Folk
1878,Electronic
1879,Comedy
1880,Children's Music
1881,Folk
1882,Blues
1883,Hip-Hop
1884,Folk
1885,Comedy
1886,Folk
1887,Soul
1888,Electronic
1889,Electronic
1890,Hip-Hop
1891,Alternative
1892,Movie
1893,Movie
